ligand,receptor,TF
None,HTR4,SSB
None,HTR4,FOS
None,HTR4,XBP1
None,HTR4,TCF4
None,HTR4,DEAF1
None,NTRK3,E2F1
None,NTRK3,HEYL
None,NTRK3,JUND
None,NTRK3,MAF
None,NTRK3,NR3C1
None,NTRK3,HES6
None,NTRK3,APC
None,NTRK3,LMX1B
None,NTRK3,HIPK2
None,NTRK3,PAX3
None,NTRK3,TRAF6
None,NTRK3,PHF10
None,NTRK3,SPEN
None,NTRK3,CRTC1
None,NTRK3,RUNX1
None,NTRK3,HIC1
None,NTRK3,SCD5
None,NTRK3,FOXD3
None,NTRK3,ATRX
None,NTRK3,PAX2
None,NTRK3,TRIB3
None,NTRK3,SMARCA1
None,NTRK3,SIN3A
None,NTRK3,KLF7
None,NTRK3,SNAI1
None,NTRK3,SMAD3
None,NTRK3,SMAD2
None,NTRK3,ATF3
None,NTRK3,ZIC1
None,NTRK3,HDAC2
None,NTRK3,MECP2
None,NTRK3,ESR1
None,NTRK3,ATOH1
None,NTRK3,HOXB7
None,NTRK3,RAD51
None,NTRK3,GATA3
None,NTRK3,KLF4
None,NTRK3,WT1
None,NTRK3,PAX6
None,NTRK3,SP4
None,NTRK3,STAT5B
None,NTRK3,MEF2C
None,NTRK3,RUNX3
None,NTRK3,ATM
None,NTRK3,LMO3
None,NTRK3,FOXO1
None,NTRK3,POU3F4
None,NTRK3,ABL1
None,NTRK3,SOX10
None,NTRK3,REST
None,NTRK3,NFIC
None,NTRK3,OLIG2
None,NTRK3,NEUROD1
None,NTRK3,POU4F1
None,NTRK3,ZNF217
None,NTRK3,ZEB2
None,NTRK3,DENND4A
None,NTRK3,CTNNB1
None,NTRK3,NCOA4
None,NTRK3,PHOX2A
None,NTRK3,MYC
None,NTRK3,EGR1
None,NTRK3,LHX2
None,NTRK3,ZIC2
None,NTRK3,MEF2A
None,NTRK3,ARNTL
None,NTRK3,SMAD4
None,NTRK3,EWSR1
None,NTRK3,ASCL1
None,NTRK3,ONECUT2
None,NTRK3,NPAS3
None,NTRK3,PRDM1
None,NTRK3,TCF7L2
None,NTRK3,PPARG
None,NTRK3,JUN
None,NTRK3,MYCN
None,NTRK3,PHOX2B
None,NTRK3,FOS
None,NTRK3,THRA
None,NTRK3,SRF
None,NTRK3,SOX11
None,NTRK3,BPTF
None,NTRK3,PAX8
None,NTRK3,SHOX2
None,NTRK3,TBR1
None,NTRK3,XRCC6
None,NTRK3,E2F5
None,NTRK3,TP53
None,NTRK3,CREB1
None,NTRK3,FOXP1
None,NTRK3,EGR3
None,NTRK3,SP3
None,NTRK3,BRCA2
None,NTRK3,ETV6
None,NTRK3,SHOX
None,NTRK3,ETV1
None,NTRK3,PLAG1
None,NTRK3,KLF15
None,NTRK3,CUX1
None,NTRK3,NFIB
None,NTRK3,CREBBP
None,NTRK3,MYOG
None,NTRK3,GLI2
None,NTRK3,PURA
None,NTRK3,EGF
None,NTRK3,PROX1
None,NTRK3,NELFB
None,NTRK3,LIN28A
None,NTRK3,HOXB1
None,NTRK3,TWIST1
None,NTRK3,STAT5A
None,NTRK3,ETV4
None,NTRK3,EGR2
None,NTRK3,HMGA2
None,NTRK3,SMAD7
None,NTRK3,GBX2
None,NTRK3,EHMT2
None,NTRK3,RORA
None,NTRK3,MAFA
None,NTRK3,NF1
None,NTRK3,KLF3
None,NTRK3,SPIC
None,NTRK3,E2F3
None,NTRK3,SOX2
None,NTRK3,EP300
None,NTRK3,HEY1
None,NTRK3,MDM2
None,NTRK3,STAT3
None,NTRK3,ISL1
None,NTRK3,RUNX1T1
None,NTRK3,PGR
None,NTRK3,NFYB
None,NTRK3,POU4F2
None,NTRK3,BRCA1
None,NTRK3,AR
None,NTRK3,SMARCA4
None,NTRK3,NCOA2
None,NTRK3,NOTCH3
None,NTRK3,CEBPD
None,NTRK3,GLI1
None,NTRK3,SNAI2
None,NTRK3,NPM1
None,NTRK3,KAT2B
None,NTRK3,EZH2
None,NTRK3,RARA
None,NTRK3,PLAGL2
None,NTRK3,ETV5
None,NTRK3,TIAL1
None,NTRK3,SMARCB1
None,NTRK3,ENO1
None,NTRK3,FOXG1
None,NTRK3,POU3F2
None,NTRK3,RBPJ
None,NTRK3,GATA2
None,NTRK3,PAX5
None,FZD5,JUN
None,FZD5,FOSL1
None,FZD5,JUND
None,FZD5,HES6
None,FZD5,APC
None,FZD5,ARX
None,FZD5,LMX1B
None,FZD5,HIPK2
None,FZD5,SOX9
None,FZD5,HHEX
None,FZD5,FOS
None,FZD5,SOX11
None,FZD5,NFAT5
None,FZD5,SHOX2
None,FZD5,POU2F1
None,FZD5,ZHX2
None,FZD5,ONECUT1
None,FZD5,KLF9
None,FZD5,SP7
None,FZD5,TP53
None,FZD5,CREB1
None,FZD5,GFI1
None,FZD5,SND1
None,FZD5,POU2F3
None,FZD5,HDAC3
None,FZD5,EGR3
None,FZD5,PAX2
None,FZD5,SHOX
None,FZD5,GSC
None,FZD5,GATA6
None,FZD5,KLF7
None,FZD5,NANOG
None,FZD5,HEY2
None,FZD5,SNAI1
None,FZD5,SMAD3
None,FZD5,JUNB
None,FZD5,SMAD2
None,FZD5,TLE3
None,FZD5,E2F2
None,FZD5,ZIC1
None,FZD5,HNF4A
None,FZD5,CREBBP
None,FZD5,ESR1
None,FZD5,GLI2
None,FZD5,MYOD1
None,FZD5,PURA
None,FZD5,EGF
None,FZD5,POU5F1
None,FZD5,EGR4
None,FZD5,GRHL1
None,FZD5,ATOH1
None,FZD5,LMO4
None,FZD5,KLF4
None,FZD5,LMO2
None,FZD5,CTNNBIP1
None,FZD5,RORA
None,FZD5,PAX6
None,FZD5,SOX17
None,FZD5,SOX2
None,FZD5,BMI1
None,FZD5,EP300
None,FZD5,LEF1
None,FZD5,SOX4
None,FZD5,FOXA1
None,FZD5,TCF7
None,FZD5,LMO3
None,FZD5,HEY1
None,FZD5,PITX2
None,FZD5,OTX2
None,FZD5,REST
None,FZD5,STAT3
None,FZD5,CDX2
None,FZD5,ISL1
None,FZD5,DNMT1
None,FZD5,NEUROD1
None,FZD5,HOXA11
None,FZD5,POU4F1
None,FZD5,SPDEF
None,FZD5,POU4F2
None,FZD5,TBX5
None,FZD5,NOTCH3
None,FZD5,GLI1
None,FZD5,SNAI2
None,FZD5,CTNNB1
None,FZD5,MYC
None,FZD5,SMURF2
None,FZD5,POU2F2
None,FZD5,EGR1
None,FZD5,LHX2
None,FZD5,SMAD4
None,FZD5,EZH2
None,FZD5,MLLT10
None,FZD5,HOPX
None,FZD5,FOXA2
None,FZD5,TCF7L2
None,FZD5,AES
None,FZD5,RBPJ
None,FZD5,CTBP1
None,FZD5,GCM1
None,FZD5,ARID1B
None,NPY1R,NR3C1
None,NPY1R,FOS
None,NPY1R,HOXD1
None,NPY1R,CREB1
None,NPY1R,ESR1
None,NPY1R,EGF
None,NPY1R,KAT5
None,NPY1R,POU1F1
None,NPY1R,STAT3
None,NPY1R,PGR
None,NPY1R,NRF1
None,NPY1R,EGR1
None,NPY1R,PHB2
None,NPY1R,HIF1A
None,CNTNAP2,CHD8
None,CNTNAP2,ZFHX3
None,CNTNAP2,MAF
None,CNTNAP2,RUNX2
None,CNTNAP2,ARX
None,CNTNAP2,PHOX2B
None,CNTNAP2,ZIC3
None,CNTNAP2,TBR1
None,CNTNAP2,RFWD2
None,CNTNAP2,FOXP1
None,CNTNAP2,GFI1
None,CNTNAP2,SUPT3H
None,CNTNAP2,ETV6
None,CNTNAP2,ESRRG
None,CNTNAP2,KLF13
None,CNTNAP2,MECP2
None,CNTNAP2,EGF
None,CNTNAP2,NFIA
None,CNTNAP2,SF1
None,CNTNAP2,NF1
None,CNTNAP2,PAX6
None,CNTNAP2,SATB2
None,CNTNAP2,MEF2C
None,CNTNAP2,SOX2
None,CNTNAP2,TCF4
None,CNTNAP2,GTF2I
None,CNTNAP2,OTX2
None,CNTNAP2,FOXP2
None,CNTNAP2,POU3F4
None,CNTNAP2,DLX5
None,CNTNAP2,NCOA2
None,CNTNAP2,CEBPD
None,CNTNAP2,CTNNB1
None,CNTNAP2,THRB
None,CNTNAP2,SOX5
None,CNTNAP2,BCL11A
None,CNTNAP2,ZIC2
None,CNTNAP2,CLOCK
None,CNTNAP2,MEF2A
None,CNTNAP2,ASCL1
None,CNTNAP2,NPAS3
None,CNTNAP2,FOXG1
None,CNTNAP2,POU3F2
None,CNTNAP2,ARID1B
None,CD247,CREB3L4
None,CD247,STAT4
None,CD247,JUN
None,CD247,MAF
None,CD247,STAT1
None,CD247,IRF8
None,CD247,STAT5B
None,CD247,TBX21
None,CD247,FOXL2
None,CD247,RUNX3
None,CD247,IRF7
None,CD247,NFATC3
None,CD247,LEF1
None,CD247,FOS
None,CD247,IKZF1
None,CD247,TCF7
None,CD247,IRF3
None,CD247,LYL1
None,CD247,EOMES
None,CD247,FOXP3
None,CD247,POU2F1
None,CD247,POU2AF1
None,CD247,TOB1
None,CD247,IRF5
None,CD247,TNFAIP3
None,CD247,ETS1
None,CD247,STAT3
None,CD247,CREG1
None,CD247,GFI1
None,CD247,TLX1
None,CD247,IKBKB
None,CD247,SLA2
None,CD247,NFKB1
None,CD247,SPI1
None,CD247,RORC
None,CD247,SOX5
None,CD247,MYC
None,CD247,IRF1
None,CD247,BACH2
None,CD247,EGF
None,CD247,CREB3
None,CD247,NR5A1
None,CD247,NFATC1
None,CD247,IRF4
None,CD247,GATA3
None,CD247,STAT5A
None,CD247,KLF2
None,CD247,EGR2
None,CD247,SRSF1
None,CD247,NFATC2
None,CD247,CIITA
None,DRD2,PPARD
None,DRD2,JUN
None,DRD2,NR3C2
None,DRD2,MAF
None,DRD2,NR3C1
None,DRD2,ZFP36
None,DRD2,RARG
None,DRD2,PHOX2B
None,DRD2,LMX1B
None,DRD2,NKX2-1
None,DRD2,ID1
None,DRD2,DR1
None,DRD2,FOS
None,DRD2,THRA
None,DRD2,BTF3
None,DRD2,HDAC5
None,DRD2,POU2F1
None,DRD2,TBR1
None,DRD2,TP53
None,DRD2,CREB1
None,DRD2,FOXP1
None,DRD2,TBP
None,DRD2,BRPF1
None,DRD2,LHX4
None,DRD2,NR1D1
None,DRD2,TFAP2B
None,DRD2,TAF5
None,DRD2,BRCA2
None,DRD2,LHX3
None,DRD2,NR4A3
None,DRD2,ETV1
None,DRD2,NFKB1
None,DRD2,TFDP1
None,DRD2,NFKBIA
None,DRD2,NR1H4
None,DRD2,SP1
None,DRD2,RORC
None,DRD2,TAF1
None,DRD2,HDAC2
None,DRD2,HNF4A
None,DRD2,CREBBP
None,DRD2,MECP2
None,DRD2,ESR1
None,DRD2,XBP1
None,DRD2,PBX1
None,DRD2,PITX3
None,DRD2,NCOA3
None,DRD2,EGF
None,DRD2,VDR
None,DRD2,KLF11
None,DRD2,EBF1
None,DRD2,NFIL3
None,DRD2,NRL
None,DRD2,ATF4
None,DRD2,PPARA
None,DRD2,FOSB
None,DRD2,PPARGC1A
None,DRD2,ESRRA
None,DRD2,PKNOX1
None,DRD2,STAT6
None,DRD2,EGR2
None,DRD2,EHMT2
None,DRD2,TEAD4
None,DRD2,RORA
None,DRD2,NF1
None,DRD2,PAX6
None,DRD2,SP4
None,DRD2,ZNF148
None,DRD2,MEF2D
None,DRD2,EIF2AK2
None,DRD2,SOX2
None,DRD2,TCF4
None,DRD2,ARNTL2
None,DRD2,EP300
None,DRD2,KLF16
None,DRD2,KCNIP3
None,DRD2,ATM
None,DRD2,RXRA
None,DRD2,GTF2I
None,DRD2,OTX2
None,DRD2,SKI
None,DRD2,ESR2
None,DRD2,FOXP2
None,DRD2,MSX1
None,DRD2,ABL1
None,DRD2,POU1F1
None,DRD2,SOX10
None,DRD2,HOXB4
None,DRD2,ETS1
None,DRD2,DLX5
None,DRD2,REST
None,DRD2,STAT3
None,DRD2,ISL1
None,DRD2,ZBTB16
None,DRD2,DNMT1
None,DRD2,CEBPA
None,DRD2,OLIG2
None,DRD2,TFAP2A
None,DRD2,GTF2B
None,DRD2,NEUROD1
None,DRD2,RARB
None,DRD2,PGR
None,DRD2,SIRT2
None,DRD2,NR4A1
None,DRD2,BRCA1
None,DRD2,AR
None,DRD2,SIRT1
None,DRD2,PER2
None,DRD2,SNAI2
None,DRD2,CTNNB1
None,DRD2,PER1
None,DRD2,THRB
None,DRD2,MEIS2
None,DRD2,MYC
None,DRD2,EGR1
None,DRD2,HDAC1
None,DRD2,LHX2
None,DRD2,NPAS2
None,DRD2,KAT2B
None,DRD2,BHLHE41
None,DRD2,CLOCK
None,DRD2,ARNTL
None,DRD2,RARA
None,DRD2,NR4A2
None,DRD2,HIF1A
None,DRD2,TAF4
None,DRD2,ASCL1
None,DRD2,PAWR
None,DRD2,NPAS3
None,DRD2,FOXA2
None,DRD2,EN1
None,DRD2,FOXG1
None,DRD2,PPARG
None,DRD2,MSX2
None,DRD2,GATA2
None,DRD2,NR2E3
None,GRM1,CHD8
None,GRM1,NR3C1
None,GRM1,NHLH2
None,GRM1,FOS
None,GRM1,BTF3
None,GRM1,HDAC5
None,GRM1,TBR1
None,GRM1,TP53
None,GRM1,CREB1
None,GRM1,FOXP1
None,GRM1,HDAC3
None,GRM1,PAX2
None,GRM1,ETV1
None,GRM1,ESRRG
None,GRM1,TAF1
None,GRM1,ZIC1
None,GRM1,MECP2
None,GRM1,ESR1
None,GRM1,EGF
None,GRM1,EGR4
None,GRM1,NR5A1
None,GRM1,PPARGC1A
None,GRM1,CBX7
None,GRM1,PAX6
None,GRM1,LMO3
None,GRM1,OTX2
None,GRM1,ESR2
None,GRM1,REST
None,GRM1,OLIG2
None,GRM1,NEUROD1
None,GRM1,RFXANK
None,GRM1,MYC
None,GRM1,EGR1
None,GRM1,LHX2
None,GRM1,FOXG1
None,GRM1,PAX5
None,TLR1,AIRE
None,TLR1,IFI16
None,TLR1,RB1CC1
None,TLR1,JUND
None,TLR1,MAF
None,TLR1,RUNX2
None,TLR1,NR3C1
None,TLR1,ZFP36L1
None,TLR1,STAT2
None,TLR1,GATA1
None,TLR1,SSB
None,TLR1,ATF2
None,TLR1,HHEX
None,TLR1,TRAF6
None,TLR1,NFAT5
None,TLR1,BATF
None,TLR1,TNFAIP3
None,TLR1,IRF9
None,TLR1,MYB
None,TLR1,MYBL2
None,TLR1,FLI1
None,TLR1,SUPT3H
None,TLR1,AHR
None,TLR1,NFKBIA
None,TLR1,NR1H4
None,TLR1,SP1
None,TLR1,NR0B2
None,TLR1,SNAI1
None,TLR1,SMAD3
None,TLR1,RORC
None,TLR1,SMAD2
None,TLR1,HDAC11
None,TLR1,ATF3
None,TLR1,HDAC2
None,TLR1,NCOR1
None,TLR1,ESR1
None,TLR1,IRF1
None,TLR1,SREBF1
None,TLR1,NFIL3
None,TLR1,ATF4
None,TLR1,EPAS1
None,TLR1,IRF4
None,TLR1,NFKBIB
None,TLR1,GATA3
None,TLR1,KLF4
None,TLR1,LMO2
None,TLR1,TRIM22
None,TLR1,NFATC2
None,TLR1,ID2
None,TLR1,TSC22D3
None,TLR1,GLI3
None,TLR1,CDC5L
None,TLR1,STAT1
None,TLR1,STAT5B
None,TLR1,MEF2C
None,TLR1,TCF3
None,TLR1,PIAS1
None,TLR1,RUNX3
None,TLR1,SP100
None,TLR1,NCOA1
None,TLR1,ATM
None,TLR1,IRF3
None,TLR1,FOXO1
None,TLR1,ABL1
None,TLR1,ATF6
None,TLR1,GTF2B
None,TLR1,NR1I2
None,TLR1,SIRT2
None,TLR1,REL
None,TLR1,ZNF217
None,TLR1,ZEB2
None,TLR1,ETS2
None,TLR1,TSC22D1
None,TLR1,SIRT1
None,TLR1,CTNNB1
None,TLR1,ELF4
None,TLR1,MYC
None,TLR1,EGR1
None,TLR1,HDAC1
None,TLR1,NFE2
None,TLR1,SPIB
None,TLR1,BCL6
None,TLR1,APBB1
None,TLR1,SMAD4
None,TLR1,PRDM1
None,TLR1,KLF2
None,TLR1,PPARG
None,TLR1,STAT4
None,TLR1,JUN
None,TLR1,FOSL1
None,TLR1,DDX5
None,TLR1,ZFP36
None,TLR1,TBX21
None,TLR1,NFE2L2
None,TLR1,FOS
None,TLR1,MAFB
None,TLR1,FOXP3
None,TLR1,NFKB2
None,TLR1,IRF2
None,TLR1,TP53
None,TLR1,CREB1
None,TLR1,TBP
None,TLR1,FOSL2
None,TLR1,YY1
None,TLR1,NFKB1
None,TLR1,HNRNPD
None,TLR1,JUNB
None,TLR1,CREBBP
None,TLR1,PARP1
None,TLR1,XBP1
None,TLR1,EGF
None,TLR1,VDR
None,TLR1,AATF
None,TLR1,FOSB
None,TLR1,NFATC1
None,TLR1,STAT6
None,TLR1,STAT5A
None,TLR1,FOXO3
None,TLR1,MYBL1
None,TLR1,EGR2
None,TLR1,CIITA
None,TLR1,HMGA2
None,TLR1,SMAD7
None,TLR1,KLF3
None,TLR1,SPIC
None,TLR1,IRF8
None,TLR1,EIF2AK2
None,TLR1,TCF4
None,TLR1,BCL3
None,TLR1,IRF7
None,TLR1,EP300
None,TLR1,IKZF1
None,TLR1,EOMES
None,TLR1,RELB
None,TLR1,IRF5
None,TLR1,MDM2
None,TLR1,ETS1
None,TLR1,STAT3
None,TLR1,CDX2
None,TLR1,DNMT1
None,TLR1,CEBPA
None,TLR1,IKBKB
None,TLR1,SIRT3
None,TLR1,RELA
None,TLR1,CEBPB
None,TLR1,TRIM25
None,TLR1,AR
None,TLR1,SPI1
None,TLR1,MEN1
None,TLR1,ZEB1
None,TLR1,SNAI2
None,TLR1,NELFCD
None,TLR1,KAT2B
None,TLR1,IRF6
None,TLR1,HIF1A
None,TLR1,DDIT3
None,TLR1,SNW1
None,TLR1,NFKBIZ
None,TLR1,RBPJ
None,TLR1,GATA2
None,TLR1,LRRFIP1
None,TLR1,PAX5
None,GRM3,NR3C1
None,GRM3,TRRAP
None,GRM3,FOS
None,GRM3,TBR1
None,GRM3,HOXD1
None,GRM3,CREB1
None,GRM3,PAX2
None,GRM3,ETV1
None,GRM3,ZIC1
None,GRM3,MECP2
None,GRM3,EGF
None,GRM3,EGR4
None,GRM3,EGR2
None,GRM3,PAX6
None,GRM3,LMO3
None,GRM3,OTX2
None,GRM3,FOXP2
None,GRM3,POU3F4
None,GRM3,OLIG2
None,GRM3,NEUROD1
None,GRM3,REL
None,GRM3,EGR1
None,GRM3,MLXIPL
None,GRM3,CLOCK
None,GRM3,ARNTL
None,GRM3,HOXD3
None,GRM3,NPAS3
None,GRM3,PAX5
None,CD47,JUN
None,CD47,NR3C1
None,CD47,ID1
None,CD47,GATA1
None,CD47,HAND2
None,CD47,TRAF6
None,CD47,FOXP3
None,CD47,IRF9
None,CD47,TP53
None,CD47,NFKBIA
None,CD47,MLLT3
None,CD47,NR0B2
None,CD47,NANOG
None,CD47,SMAD2
None,CD47,IRF1
None,CD47,EGF
None,CD47,POU5F1
None,CD47,NFATC1
None,CD47,STAT6
None,CD47,STAT5A
None,CD47,KLF4
None,CD47,CIITA
None,CD47,SPIC
None,CD47,STAT1
None,CD47,IRF8
None,CD47,STAT5B
None,CD47,SOX2
None,CD47,BMI1
None,CD47,IRF7
None,CD47,STAT3
None,CD47,IKBKB
None,CD47,TFAP2A
None,CD47,ZEB2
None,CD47,AR
None,CD47,SPI1
None,CD47,NRF1
None,CD47,SMARCA4
None,CD47,ZEB1
None,CD47,MYC
None,CD47,NPM1
None,CD47,EAF1
None,CD47,BCL6
None,PLXNA2,PHOX2B
None,PLXNA2,POU2F1
None,PLXNA2,TP53
None,PLXNA2,CREB1
None,PLXNA2,NKX2-5
None,PLXNA2,GATA6
None,PLXNA2,NANOG
None,PLXNA2,ESR1
None,PLXNA2,EGF
None,PLXNA2,POU5F1
None,PLXNA2,PROX1
None,PLXNA2,EPAS1
None,PLXNA2,CBFA2T3
None,PLXNA2,TRIP6
None,PLXNA2,PAX6
None,PLXNA2,GLI3
None,PLXNA2,SOX2
None,PLXNA2,TCF4
None,PLXNA2,MAFG
None,PLXNA2,EP300
None,PLXNA2,SOX4
None,PLXNA2,RXRA
None,PLXNA2,SOX10
None,PLXNA2,STAT3
None,PLXNA2,ISL1
None,PLXNA2,OLIG2
None,PLXNA2,NEUROD1
None,PLXNA2,RUNX1T1
None,PLXNA2,NR5A2
None,PLXNA2,ATF1
None,PLXNA2,EBF3
None,PLXNA2,SNAI2
None,PLXNA2,CTNNB1
None,PLXNA2,GATA4
None,PLXNA2,MEIS2
None,PLXNA2,MYC
None,PLXNA2,HNF1B
None,PLXNA2,HIF1A
None,PLXNA2,NPAS3
None,PLXNA2,EN1
None,PLXNA2,POU3F2
None,PLXNA2,MSX2
None,CR1,CBFB
None,CR1,FOXP3
None,CR1,ZHX2
None,CR1,RUNX1
None,CR1,BIN1
None,CR1,EGF
None,CR1,MYBL1
None,CR1,CIITA
None,CR1,KCNIP3
None,CR1,CREG1
None,CR1,SPI1
None,CR1,PER1
None,CR1,BCL6
None,CR1,DDIT3
None,CR1,PRDM1
None,CR1,PAX5
None,AVPR1B,NR3C2
None,AVPR1B,NR3C1
None,AVPR1B,ZIC3
None,AVPR1B,FOS
None,AVPR1B,SIM2
None,AVPR1B,ESR2
None,AVPR1B,POU1F1
None,AVPR1B,LHX4
None,AVPR1B,NEUROD1
None,AVPR1B,PGR
None,AVPR1B,LHX3
None,AVPR1B,AR
None,AVPR1B,ESR1
None,AVPR1B,POU2F2
None,AVPR1B,EGR1
None,AVPR1B,CREB3L1
None,AVPR1B,NR5A1
None,AVPR1B,ZNF423
None,SLC45A3,CREB3L4
None,SLC45A3,ZFHX3
None,SLC45A3,DDX5
None,SLC45A3,HOXB13
None,SLC45A3,MXI1
None,SLC45A3,PAX8
None,SLC45A3,HDAC5
None,SLC45A3,TOB1
None,SLC45A3,TP53
None,SLC45A3,FOXP1
None,SLC45A3,BRCA2
None,SLC45A3,ETV6
None,SLC45A3,ETV1
None,SLC45A3,MDM4
None,SLC45A3,ERG
None,SLC45A3,CTCF
None,SLC45A3,PARP1
None,SLC45A3,TOP2B
None,SLC45A3,SUZ12
None,SLC45A3,NKX3-1
None,SLC45A3,GATA3
None,SLC45A3,HDAC10
None,SLC45A3,ETV4
None,SLC45A3,CTNNBIP1
None,SLC45A3,SPIC
None,SLC45A3,ELF3
None,SLC45A3,MAFG
None,SLC45A3,SKIL
None,SLC45A3,HDAC7
None,SLC45A3,FOXA1
None,SLC45A3,ABL1
None,SLC45A3,MDM2
None,SLC45A3,ETS1
None,SLC45A3,STAT3
None,SLC45A3,CDX2
None,SLC45A3,ELK3
None,SLC45A3,IKBKB
None,SLC45A3,ETV3
None,SLC45A3,ELK4
None,SLC45A3,KLF6
None,SLC45A3,HDAC9
None,SLC45A3,NFYB
None,SLC45A3,SPDEF
None,SLC45A3,ETS2
None,SLC45A3,BRCA1
None,SLC45A3,AR
None,SLC45A3,HDAC4
None,SLC45A3,NCOA4
None,SLC45A3,MYC
None,SLC45A3,ELF2
None,SLC45A3,HNF1B
None,SLC45A3,EZH2
None,SLC45A3,ETV5
None,SLC45A3,EWSR1
None,SLC45A3,JARID2
None,SLC45A3,TCF7L2
None,SLC45A3,GATA2
None,ADORA1,JUN
None,ADORA1,HR
None,ADORA1,GATA1
None,ADORA1,FOS
None,ADORA1,FOXP3
None,ADORA1,TP53
None,ADORA1,CREB1
None,ADORA1,SMAD3
None,ADORA1,SMAD2
None,ADORA1,ESR1
None,ADORA1,MYOD1
None,ADORA1,EGF
None,ADORA1,PPARA
None,ADORA1,GATA3
None,ADORA1,STAT6
None,ADORA1,KCNIP3
None,ADORA1,SOX10
None,ADORA1,STAT3
None,ADORA1,OLIG2
None,ADORA1,CEBPB
None,ADORA1,TEF
None,ADORA1,SIRT1
None,ADORA1,EGR1
None,ADORA1,APBB1
None,ADORA1,HIF1A
None,ADORA1,TBX2
None,ADORA1,PPARG
None,ADORA1,MSX2
None,LGR6,MYB
None,LGR6,MYBL2
None,LGR6,SUPT3H
None,LGR6,DLX3
None,LGR6,ESR1
None,LGR6,NFIL3
None,LGR6,ATOH1
None,LGR6,CDC5L
None,LGR6,BMI1
None,LGR6,SOX10
None,LGR6,TEF
None,LGR6,CTNNB1
None,LGR6,MYC
None,LGR6,LHX2
None,LGR6,FOXJ1
None,LGR6,ASCL1
None,LGR6,PRDM1
None,LGR6,HOPX
None,LGR6,TCF7L2
None,LGR6,SRSF1
None,LGR6,HLF
None,LGR6,DDX5
None,LGR6,SOX9
None,LGR6,BPTF
None,LGR6,MITF
None,LGR6,TP53
None,LGR6,MDM4
None,LGR6,HNRNPD
None,LGR6,HNF4A
None,LGR6,GLI2
None,LGR6,EGF
None,LGR6,POU5F1
None,LGR6,CEBPG
None,LGR6,VDR
None,LGR6,TWIST2
None,LGR6,NFATC1
None,LGR6,DBP
None,LGR6,MYBL1
None,LGR6,SOX2
None,LGR6,LEF1
None,LGR6,CEBPA
None,LGR6,PGR
None,LGR6,RELA
None,LGR6,CEBPB
None,LGR6,CEBPE
None,LGR6,CEBPD
None,LGR6,GLI1
None,LGR6,IRF6
None,LGR6,DDIT3
None,LGR6,ANKRD1
None,LGR6,SNW1
None,GPR37L1,LMX1B
None,GPR37L1,ZIC3
None,GPR37L1,NFKB2
None,GPR37L1,VEZF1
None,GPR37L1,EGF
None,GPR37L1,ZNF423
None,GPR37L1,ARNTL2
None,GPR37L1,SOX10
None,GPR37L1,OLIG2
None,SLC9C2,AIRE
None,SLC9C2,HSF1
None,SLC9C2,JUND
None,SLC9C2,WWP1
None,SLC9C2,POLR1A
None,SLC9C2,SND1
None,SLC9C2,CREM
None,SLC9C2,SMARCA1
None,SLC9C2,NFKBIA
None,SLC9C2,BDP1
None,SLC9C2,ATF4
None,SLC9C2,NFKBIB
None,SLC9C2,ATF5
None,SLC9C2,WWTR1
None,SLC9C2,CHD4
None,SLC9C2,CTNNB1
None,SLC9C2,HSF2
None,SLC9C2,JUN
None,SLC9C2,BTF3
None,SLC9C2,WDR5
None,SLC9C2,NFKB2
None,SLC9C2,DEK
None,SLC9C2,CREB1
None,SLC9C2,NFKB1
None,SLC9C2,PDCD11
None,SLC9C2,JUNB
None,SLC9C2,XBP1
None,SLC9C2,BARD1
None,SLC9C2,NF1
None,SLC9C2,EIF2AK2
None,SLC9C2,BCL3
None,SLC9C2,PREB
None,SLC9C2,HSF4
None,SLC9C2,ATF1
None,SLC9C2,SMURF2
None,SLC9C2,PHB2
None,SLC9C2,BTAF1
None,SLC9C2,ANKRD1
None,SLC9C2,ENO1
None,SLC9C2,NFKBIZ
None,SLC9C2,KHDRBS1
None,IFNGR1,STAT4
None,IFNGR1,RORA
None,IFNGR1,JUN
None,IFNGR1,IFI16
None,IFNGR1,MAF
None,IFNGR1,RUNX2
None,IFNGR1,STAT1
None,IFNGR1,IRF8
None,IFNGR1,STAT5B
None,IFNGR1,EIF2AK2
None,IFNGR1,TBX21
None,IFNGR1,STAT2
None,IFNGR1,PIAS1
None,IFNGR1,RUNX3
None,IFNGR1,NAB1
None,IFNGR1,SP100
None,IFNGR1,IRF7
None,IFNGR1,FOS
None,IFNGR1,IRF3
None,IFNGR1,EOMES
None,IFNGR1,TRAF6
None,IFNGR1,FOXP3
None,IFNGR1,XRCC6
None,IFNGR1,NFKB2
None,IFNGR1,IRF2
None,IFNGR1,IRF5
None,IFNGR1,TNFAIP3
None,IFNGR1,MDM2
None,IFNGR1,IRF9
None,IFNGR1,TP53
None,IFNGR1,STAT3
None,IFNGR1,ZBTB16
None,IFNGR1,IKBKB
None,IFNGR1,CREM
None,IFNGR1,AHR
None,IFNGR1,RELA
None,IFNGR1,NFKB1
None,IFNGR1,CEBPB
None,IFNGR1,NFKBIA
None,IFNGR1,BRCA1
None,IFNGR1,TRIM25
None,IFNGR1,SPI1
None,IFNGR1,RORC
None,IFNGR1,NAB2
