Receptor,TF,Source
FGFR3,BARX2,scMLnet
FGFR3,REST,scMLnet
FGFR3,TCF12,scMLnet
FGFR3,CHD4,scMLnet
FGFR3,ZBTB16,scMLnet
FGFR3,FOXN1,scMLnet
FGFR3,OLIG2,scMLnet
FGFR3,UTF1,scMLnet
FGFR3,NEUROD1,scMLnet
FGFR3,OTX1,scMLnet
FGFR3,ZEB2,scMLnet
FGFR3,ETS2,scMLnet
FGFR3,TBX3,scMLnet
FGFR3,SIRT1,scMLnet
FGFR3,GATA4,scMLnet
FGFR3,SOX5,scMLnet
FGFR3,EGR1,scMLnet
FGFR3,HDAC1,scMLnet
FGFR3,LHX2,scMLnet
FGFR3,ZIC2,scMLnet
FGFR3,BCL6,scMLnet
FGFR3,SLC2A4RG,scMLnet
FGFR3,SALL4,scMLnet
FGFR3,SMAD4,scMLnet
FGFR3,FOXJ1,scMLnet
FGFR3,EWSR1,scMLnet
FGFR3,ASCL1,scMLnet
FGFR3,PRDM1,scMLnet
FGFR3,E2F4,scMLnet
FGFR3,PPARG,scMLnet
FGFR3,FOXM1,scMLnet
FGFR3,CTBP1,scMLnet
FGFR3,MSX2,scMLnet
FGFR3,STAT4,scMLnet
FGFR3,MYCN,scMLnet
FGFR3,SSX2,scMLnet
FGFR3,TBX21,scMLnet
FGFR3,NKX2-1,scMLnet
FGFR3,ID3,scMLnet
FGFR3,ID1,scMLnet
FGFR3,SOX9,scMLnet
FGFR3,NFE2L2,scMLnet
FGFR3,MAFB,scMLnet
FGFR3,SOX11,scMLnet
FGFR3,SHOX2,scMLnet
FGFR3,TBR1,scMLnet
FGFR3,E2F5,scMLnet
FGFR3,MITF,scMLnet
FGFR3,HOXD1,scMLnet
FGFR3,RFX2,scMLnet
FGFR3,RB1,scMLnet
FGFR3,NKX2-5,scMLnet
FGFR3,SOX6,scMLnet
FGFR3,BRCA2,scMLnet
FGFR3,ETV6,scMLnet
FGFR3,SHOX,scMLnet
FGFR3,ETV1,scMLnet
FGFR3,MDM4,scMLnet
FGFR3,GATA6,scMLnet
FGFR3,HEY2,scMLnet
FGFR3,TP73,scMLnet
FGFR3,E2F2,scMLnet
FGFR3,CUX1,scMLnet
FGFR3,NFIB,scMLnet
FGFR3,HNF4A,scMLnet
FGFR3,CREBBP,scMLnet
FGFR3,XBP1,scMLnet
FGFR3,GLI2,scMLnet
FGFR3,TCF19,scMLnet
FGFR3,EGF,scMLnet
FGFR3,POU5F1,scMLnet
FGFR3,VDR,scMLnet
FGFR3,NR2F1,scMLnet
FGFR3,PROX1,scMLnet
FGFR3,PPARA,scMLnet
FGFR3,TWIST2,scMLnet
FGFR3,PPARGC1A,scMLnet
FGFR3,STAT6,scMLnet
FGFR3,TWIST1,scMLnet
FGFR3,STAT5A,scMLnet
FGFR3,ETV4,scMLnet
FGFR3,EGR2,scMLnet
FGFR3,HMGA2,scMLnet
FGFR3,SMAD7,scMLnet
FGFR3,GBX2,scMLnet
FGFR3,RORA,scMLnet
FGFR3,NF1,scMLnet
FGFR3,KLF3,scMLnet
FGFR3,SOX17,scMLnet
FGFR3,E2F3,scMLnet
FGFR3,MAZ,scMLnet
FGFR3,SOX2,scMLnet
FGFR3,EP300,scMLnet
FGFR3,SOX4,scMLnet
FGFR3,FOXA1,scMLnet
FGFR3,HEY1,scMLnet
FGFR3,EOMES,scMLnet
FGFR3,DNMT3A,scMLnet
FGFR3,FOXP2,scMLnet
FGFR3,TP63,scMLnet
FGFR3,SIX1,scMLnet
FGFR3,DLX5,scMLnet
FGFR3,CDX2,scMLnet
FGFR3,ISL1,scMLnet
FGFR3,DNMT1,scMLnet
FGFR3,CEBPA,scMLnet
FGFR3,L3MBTL1,scMLnet
FGFR3,RARB,scMLnet
FGFR3,RUNX1T1,scMLnet
FGFR3,PGR,scMLnet
FGFR3,CEBPB,scMLnet
FGFR3,POU4F2,scMLnet
FGFR3,FOXC2,scMLnet
FGFR3,AR,scMLnet
FGFR3,SMARCA4,scMLnet
FGFR3,SALL3,scMLnet
FGFR3,NOTCH3,scMLnet
FGFR3,CEBPD,scMLnet
FGFR3,GLI1,scMLnet
FGFR3,ZEB1,scMLnet
FGFR3,CDX1,scMLnet
FGFR3,SNAI2,scMLnet
FGFR3,NPM1,scMLnet
FGFR3,SMURF2,scMLnet
FGFR3,KAT2B,scMLnet
FGFR3,HOXA7,scMLnet
FGFR3,IRF6,scMLnet
FGFR3,EZH2,scMLnet
FGFR3,RARA,scMLnet
FGFR3,PRDM14,scMLnet
FGFR3,HIF1A,scMLnet
FGFR3,DDIT3,scMLnet
FGFR3,ETV5,scMLnet
FGFR3,PML,scMLnet
FGFR3,RBL1,scMLnet
FGFR3,TBX2,scMLnet
FGFR3,SMARCB1,scMLnet
FGFR3,FOXA2,scMLnet
FGFR3,FOXG1,scMLnet
FGFR3,NKX2-2,scMLnet
FGFR3,RBPJ,scMLnet
FGFR3,E2F6,scMLnet
FGFR3,GATA2,scMLnet
FGFR3,PAX5,scMLnet
FGFR3,ARID1B,scMLnet
ACVR2B,RUNX2,scMLnet
ACVR2B,APC,scMLnet
ACVR2B,STAT2,scMLnet
ACVR2B,ZIC3,scMLnet
ACVR2B,GATA1,scMLnet
ACVR2B,HAND2,scMLnet
ACVR2B,PAX3,scMLnet
ACVR2B,TRAF6,scMLnet
ACVR2B,SP7,scMLnet
ACVR2B,FOXH1,scMLnet
ACVR2B,BRPF1,scMLnet
ACVR2B,FOXD3,scMLnet
ACVR2B,PAX2,scMLnet
ACVR2B,TRIB3,scMLnet
ACVR2B,E2F7,scMLnet
ACVR2B,E2F8,scMLnet
ACVR2B,NANOG,scMLnet
ACVR2B,HDAC11,scMLnet
ACVR2B,ZIC1,scMLnet
ACVR2B,MYF6,scMLnet
ACVR2B,GFI1B,scMLnet
ACVR2B,NR1H3,scMLnet
ACVR2B,RAD51,scMLnet
ACVR2B,ZNF423,scMLnet
ACVR2B,WT1,scMLnet
ACVR2B,ID2,scMLnet
ACVR2B,STAT1,scMLnet
ACVR2B,MEF2D,scMLnet
ACVR2B,STAT5B,scMLnet
ACVR2B,MEF2C,scMLnet
ACVR2B,FOXL2,scMLnet
ACVR2B,PITX1,scMLnet
ACVR2B,RXRA,scMLnet
ACVR2B,GATA5,scMLnet
ACVR2B,TGIF1,scMLnet
ACVR2B,PITX2,scMLnet
ACVR2B,OTX2,scMLnet
ACVR2B,FOXO1,scMLnet
ACVR2B,MSX1,scMLnet
ACVR2B,OTX1,scMLnet
ACVR2B,TBX5,scMLnet
ACVR2B,TBX3,scMLnet
ACVR2B,CTNNB1,scMLnet
ACVR2B,GATA4,scMLnet
ACVR2B,MYC,scMLnet
ACVR2B,HDAC1,scMLnet
ACVR2B,MEF2A,scMLnet
ACVR2B,SALL4,scMLnet
ACVR2B,FOXJ1,scMLnet
ACVR2B,TCF7L2,scMLnet
ACVR2B,PPARG,scMLnet
ACVR2B,MSX2,scMLnet
ACVR2B,STAT4,scMLnet
ACVR2B,RARG,scMLnet
ACVR2B,CITED2,scMLnet
ACVR2B,ID3,scMLnet
ACVR2B,ID1,scMLnet
ACVR2B,SOX9,scMLnet
ACVR2B,SRF,scMLnet
ACVR2B,SOX11,scMLnet
ACVR2B,BPTF,scMLnet
ACVR2B,HDAC5,scMLnet
ACVR2B,NFKB2,scMLnet
ACVR2B,KLF9,scMLnet
ACVR2B,TP53,scMLnet
ACVR2B,GFI1,scMLnet
ACVR2B,NKX2-5,scMLnet
ACVR2B,LHX3,scMLnet
ACVR2B,NFKB1,scMLnet
ACVR2B,GSC,scMLnet
ACVR2B,HNRNPD,scMLnet
ACVR2B,GATA6,scMLnet
ACVR2B,HNF4A,scMLnet
ACVR2B,CREBBP,scMLnet
ACVR2B,KAT6A,scMLnet
ACVR2B,MYOG,scMLnet
ACVR2B,GLI2,scMLnet
ACVR2B,MYOD1,scMLnet
ACVR2B,PITX3,scMLnet
ACVR2B,NCOA3,scMLnet
ACVR2B,EGF,scMLnet
ACVR2B,POU5F1,scMLnet
ACVR2B,VDR,scMLnet
ACVR2B,LIN28A,scMLnet
ACVR2B,PPARGC1A,scMLnet
ACVR2B,STAT6,scMLnet
ACVR2B,STAT5A,scMLnet
ACVR2B,FOXO3,scMLnet
ACVR2B,HMGA2,scMLnet
ACVR2B,SMAD7,scMLnet
ACVR2B,SOX17,scMLnet
ACVR2B,SOX2,scMLnet
ACVR2B,SKIL,scMLnet
ACVR2B,EP300,scMLnet
ACVR2B,LEF1,scMLnet
ACVR2B,KLF16,scMLnet
ACVR2B,HEY1,scMLnet
ACVR2B,EOMES,scMLnet
ACVR2B,FOXP2,scMLnet
ACVR2B,STAT3,scMLnet
ACVR2B,CDX2,scMLnet
ACVR2B,RARB,scMLnet
ACVR2B,HOXA11,scMLnet
ACVR2B,SMAD1,scMLnet
ACVR2B,AR,scMLnet
ACVR2B,HDAC4,scMLnet
ACVR2B,FOXC1,scMLnet
ACVR2B,NOTCH3,scMLnet
ACVR2B,GLI1,scMLnet
ACVR2B,NR1H2,scMLnet
ACVR2B,SMURF2,scMLnet
ACVR2B,ELF2,scMLnet
ACVR2B,HOXA7,scMLnet
ACVR2B,RARA,scMLnet
ACVR2B,PRDM14,scMLnet
ACVR2B,TBX2,scMLnet
ACVR2B,ANKRD1,scMLnet
ACVR2B,FOXA2,scMLnet
ACVR2B,ENO1,scMLnet
ACVR2B,FOXG1,scMLnet
ACVR2B,RBPJ,scMLnet
ACVR2B,GATA2,scMLnet
LPHN1,FIGLA,scMLnet
LPHN1,PLAG1,scMLnet
LPHN1,MEF2B,scMLnet
LPHN1,DDB1,scMLnet
LPHN1,EGF,scMLnet
LPHN1,LDB1,scMLnet
LPHN1,NFYB,scMLnet
LPHN1,DENND4A,scMLnet
LPHN1,PLAGL2,scMLnet
COL17A1,PAX3,scMLnet
COL17A1,DR1,scMLnet
COL17A1,TP53,scMLnet
COL17A1,TBP,scMLnet
COL17A1,NFKBIA,scMLnet
COL17A1,HOXC13,scMLnet
COL17A1,DLX3,scMLnet
COL17A1,XBP1,scMLnet
COL17A1,EGF,scMLnet
COL17A1,KLF5,scMLnet
COL17A1,EHF,scMLnet
COL17A1,HAX1,scMLnet
COL17A1,MSX1,scMLnet
COL17A1,TP63,scMLnet
COL17A1,SOX10,scMLnet
COL17A1,PAX1,scMLnet
COL17A1,TFAP2A,scMLnet
COL17A1,CDX1,scMLnet
COL17A1,SNAI2,scMLnet
COL17A1,IRF6,scMLnet
COL17A1,RARA,scMLnet
COL17A1,PML,scMLnet
COL17A1,RBPJ,scMLnet
CRHR2,NR3C2,scMLnet
CRHR2,NR3C1,scMLnet
CRHR2,ECD,scMLnet
CRHR2,FOS,scMLnet
CRHR2,THRA,scMLnet
CRHR2,MECP2,scMLnet
CRHR2,ESR1,scMLnet
CRHR2,NR5A1,scMLnet
CRHR2,STAT1,scMLnet
CRHR2,ESR2,scMLnet
CRHR2,STAT3,scMLnet
CRHR2,CEBPE,scMLnet
CRHR2,AR,scMLnet
CRHR2,EGR1,scMLnet
CRHR2,EAF1,scMLnet
CRHR2,BRD7,scMLnet
CRHR2,POU3F2,scMLnet
NPR2,APC,scMLnet
NPR2,HR,scMLnet
NPR2,POLR1A,scMLnet
NPR2,ZNRD1,scMLnet
NPR2,IRF4,scMLnet
NPR2,KCNIP3,scMLnet
NPR2,RFXANK,scMLnet
NPR2,GATA4,scMLnet
NPR2,MYC,scMLnet
NPR2,EGR1,scMLnet
NPR2,BCL6,scMLnet
NPR2,PRDM1,scMLnet
NPR2,FOXP3,scMLnet
NPR2,FOXP1,scMLnet
NPR2,SHOX,scMLnet
NPR2,RREB1,scMLnet
NPR2,BACH2,scMLnet
NPR2,EGF,scMLnet
NPR2,NF1,scMLnet
NPR2,PAX5,scMLnet
NEO1,ID3,scMLnet
NEO1,ID1,scMLnet
NEO1,SOX9,scMLnet
NEO1,TP53,scMLnet
NEO1,RB1,scMLnet
NEO1,EVX1,scMLnet
NEO1,SMAD3,scMLnet
NEO1,SMAD2,scMLnet
NEO1,MYOG,scMLnet
NEO1,MYOD1,scMLnet
NEO1,EGF,scMLnet
NEO1,NR2F1,scMLnet
NEO1,LMO4,scMLnet
NEO1,CNOT8,scMLnet
NEO1,WT1,scMLnet
NEO1,SMAD7,scMLnet
NEO1,RORA,scMLnet
NEO1,PAX6,scMLnet
NEO1,E2F3,scMLnet
NEO1,MAZ,scMLnet
NEO1,SOX2,scMLnet
NEO1,BMI1,scMLnet
NEO1,ABL1,scMLnet
NEO1,STAT3,scMLnet
NEO1,NEUROD1,scMLnet
NEO1,POU4F1,scMLnet
NEO1,SMAD1,scMLnet
NEO1,POU4F2,scMLnet
NEO1,TEF,scMLnet
NEO1,NOTCH3,scMLnet
NEO1,CEBPD,scMLnet
NEO1,GLI1,scMLnet
NEO1,MYC,scMLnet
NEO1,PTMA,scMLnet
NEO1,SMAD4,scMLnet
NEO1,SRSF1,scMLnet
ADIPOR1,PPARD,scMLnet
ADIPOR1,JUN,scMLnet
ADIPOR1,HDGF,scMLnet
ADIPOR1,RUNX2,scMLnet
ADIPOR1,NR3C1,scMLnet
ADIPOR1,FOS,scMLnet
ADIPOR1,SCD5,scMLnet
ADIPOR1,NFKBIA,scMLnet
ADIPOR1,NR1H4,scMLnet
ADIPOR1,ATF3,scMLnet
ADIPOR1,HNF4A,scMLnet
ADIPOR1,ESR1,scMLnet
ADIPOR1,XBP1,scMLnet
ADIPOR1,MYOG,scMLnet
ADIPOR1,SREBF1,scMLnet
ADIPOR1,EGF,scMLnet
ADIPOR1,NR1H3,scMLnet
ADIPOR1,ATF4,scMLnet
ADIPOR1,ZNF143,scMLnet
ADIPOR1,ZNF76,scMLnet
ADIPOR1,WT1,scMLnet
ADIPOR1,HNF4G,scMLnet
ADIPOR1,STAT3,scMLnet
ADIPOR1,CEBPA,scMLnet
ADIPOR1,PGR,scMLnet
ADIPOR1,SIRT3,scMLnet
ADIPOR1,NR4A1,scMLnet
ADIPOR1,MYC,scMLnet
ADIPOR1,MLXIPL,scMLnet
ADIPOR1,CLOCK,scMLnet
ADIPOR1,ARNTL,scMLnet
ADIPOR1,HIF1A,scMLnet
ADIPOR1,PAWR,scMLnet
ADIPOR1,TCF7L2,scMLnet
ADIPOR1,FOXG1,scMLnet
ADIPOR1,FOXM1,scMLnet
ADIPOR1,GATA2,scMLnet
ADIPOR1,SREBF2,scMLnet
FPR3,HOXA5,scMLnet
FPR3,MAFB,scMLnet
FPR3,IRF9,scMLnet
FPR3,ESRRG,scMLnet
FPR3,HLX,scMLnet
FPR3,GATA3,scMLnet
FPR3,KLF3,scMLnet
FPR3,IRF8,scMLnet
FPR3,ZNF160,scMLnet
FPR3,SPI1,scMLnet
NCR3,STAT4,scMLnet
NCR3,JUN,scMLnet
NCR3,RUNX2,scMLnet
NCR3,STAT1,scMLnet
NCR3,IRF8,scMLnet
NCR3,STAT5B,scMLnet
NCR3,TBX21,scMLnet
NCR3,IKZF1,scMLnet
NCR3,EOMES,scMLnet
NCR3,FOXP3,scMLnet
NCR3,POU2F1,scMLnet
NCR3,TP53,scMLnet
NCR3,STAT3,scMLnet
NCR3,NONO,scMLnet
NCR3,SPI1,scMLnet
NCR3,RORC,scMLnet
NCR3,CTNNB1,scMLnet
NCR3,MYC,scMLnet
NCR3,ARID3A,scMLnet
NCR3,POU5F1,scMLnet
NCR3,NFIL3,scMLnet
NCR3,IRF4,scMLnet
NCR3,GATA3,scMLnet
NCR3,STAT5A,scMLnet
NCR3,ID2,scMLnet
KIR2DL3,CREB3L4,scMLnet
KIR2DL3,STAT4,scMLnet
KIR2DL3,STAT5B,scMLnet
KIR2DL3,TCF3,scMLnet
KIR2DL3,TBX21,scMLnet
KIR2DL3,FOXL2,scMLnet
KIR2DL3,IRF7,scMLnet
KIR2DL3,IRF3,scMLnet
KIR2DL3,EOMES,scMLnet
KIR2DL3,FOXP3,scMLnet
KIR2DL3,ZNRD1,scMLnet
KIR2DL3,IRF5,scMLnet
KIR2DL3,TNFAIP3,scMLnet
KIR2DL3,TFAP2A,scMLnet
KIR2DL3,SP3,scMLnet
KIR2DL3,REL,scMLnet
KIR2DL3,NR0B2,scMLnet
KIR2DL3,ZEB1,scMLnet
KIR2DL3,EGF,scMLnet
KIR2DL3,NFIL3,scMLnet
KIR2DL3,ETV7,scMLnet
KIR2DL3,CREB3,scMLnet
KIR2DL3,NR5A1,scMLnet
KIR2DL3,PRDM1,scMLnet
KIR2DL3,STAT6,scMLnet
KIR2DL3,STAT5A,scMLnet
KIR2DL3,ENO1,scMLnet
KIR2DL3,CIITA,scMLnet
ERBB4,E2F1,scMLnet
ERBB4,JUND,scMLnet
ERBB4,MAF,scMLnet
ERBB4,RUNX2,scMLnet
ERBB4,NR3C1,scMLnet
ERBB4,DLX4,scMLnet
ERBB4,YBX1,scMLnet
ERBB4,STAT2,scMLnet
ERBB4,WWP1,scMLnet
ERBB4,HOXA5,scMLnet
ERBB4,HAND2,scMLnet
ERBB4,PAX3,scMLnet
ERBB4,TRAF6,scMLnet
ERBB4,SPEN,scMLnet
ERBB4,POU2F1,scMLnet
ERBB4,ZHX2,scMLnet
ERBB4,MYBL2,scMLnet
ERBB4,FOXD3,scMLnet
ERBB4,POU2F3,scMLnet
ERBB4,ATRX,scMLnet
ERBB4,PAX2,scMLnet
ERBB4,COPS5,scMLnet
ERBB4,NFKBIA,scMLnet
ERBB4,SIN3A,scMLnet
ERBB4,NANOG,scMLnet
ERBB4,CTCF,scMLnet
ERBB4,SNAI1,scMLnet
ERBB4,SMAD3,scMLnet
ERBB4,SMAD2,scMLnet
ERBB4,ZIC1,scMLnet
ERBB4,GFI1B,scMLnet
ERBB4,NCOR1,scMLnet
ERBB4,MECP2,scMLnet
ERBB4,ESR1,scMLnet
ERBB4,PBX1,scMLnet
ERBB4,ATOH1,scMLnet
ERBB4,HOXA10,scMLnet
ERBB4,HOXB7,scMLnet
ERBB4,NFKBIB,scMLnet
ERBB4,GATA3,scMLnet
ERBB4,NR2F2,scMLnet
ERBB4,CBFA2T3,scMLnet
ERBB4,WT1,scMLnet
ERBB4,ID2,scMLnet
ERBB4,TSC22D3,scMLnet
ERBB4,ARID1A,scMLnet
ERBB4,PAX6,scMLnet
ERBB4,GLI3,scMLnet
ERBB4,STAT1,scMLnet
ERBB4,MEF2C,scMLnet
ERBB4,TCF3,scMLnet
ERBB4,ID4,scMLnet
ERBB4,GABPB2,scMLnet
ERBB4,BMI1,scMLnet
ERBB4,ESRRB,scMLnet
ERBB4,ATM,scMLnet
ERBB4,MTA2,scMLnet
ERBB4,LMO3,scMLnet
ERBB4,WWTR1,scMLnet
ERBB4,FOXO1,scMLnet
ERBB4,POU3F4,scMLnet
ERBB4,ABL1,scMLnet
ERBB4,SOX10,scMLnet
ERBB4,TCF12,scMLnet
ERBB4,ZBTB16,scMLnet
ERBB4,OLIG2,scMLnet
ERBB4,ELK3,scMLnet
ERBB4,ATF6,scMLnet
ERBB4,NEUROD1,scMLnet
ERBB4,LDB1,scMLnet
ERBB4,PIAS4,scMLnet
ERBB4,POU4F1,scMLnet
ERBB4,ZEB2,scMLnet
ERBB4,ETS2,scMLnet
ERBB4,TBX5,scMLnet
ERBB4,TSC22D1,scMLnet
ERBB4,SIRT1,scMLnet
ERBB4,EBF3,scMLnet
ERBB4,RFXANK,scMLnet
ERBB4,TRIM28,scMLnet
ERBB4,GATA4,scMLnet
ERBB4,SOX5,scMLnet
ERBB4,MEIS2,scMLnet
ERBB4,ARID3A,scMLnet
ERBB4,EGR1,scMLnet
ERBB4,HDAC1,scMLnet
ERBB4,LHX2,scMLnet
ERBB4,BCL6,scMLnet
ERBB4,APBB1,scMLnet
ERBB4,SMAD4,scMLnet
ERBB4,EWSR1,scMLnet
ERBB4,ASCL1,scMLnet
ERBB4,NCOR2,scMLnet
ERBB4,MTA1,scMLnet
ERBB4,NPAS3,scMLnet
ERBB4,TCF7L2,scMLnet
ERBB4,E2F4,scMLnet
ERBB4,SRSF1,scMLnet
ERBB4,FOXM1,scMLnet
ERBB4,STAT4,scMLnet
ERBB4,JUN,scMLnet
ERBB4,SETBP1,scMLnet
ERBB4,MYCN,scMLnet
ERBB4,MEIS1,scMLnet
ERBB4,RARG,scMLnet
ERBB4,DUX4,scMLnet
ERBB4,PHOX2B,scMLnet
ERBB4,NKX2-1,scMLnet
ERBB4,TRRAP,scMLnet
ERBB4,ID1,scMLnet
ERBB4,SOX9,scMLnet
ERBB4,MTA3,scMLnet
ERBB4,FOS,scMLnet
ERBB4,THRA,scMLnet
ERBB4,SRF,scMLnet
ERBB4,SOX11,scMLnet
ERBB4,PIAS3,scMLnet
ERBB4,TBR1,scMLnet
ERBB4,NFKB2,scMLnet
ERBB4,MITF,scMLnet
ERBB4,RB1,scMLnet
ERBB4,GFI1,scMLnet
ERBB4,SP3,scMLnet
ERBB4,NKX2-5,scMLnet
ERBB4,SOX6,scMLnet
ERBB4,YY1,scMLnet
ERBB4,BRCA2,scMLnet
ERBB4,ETV6,scMLnet
ERBB4,NR4A3,scMLnet
ERBB4,ETV1,scMLnet
ERBB4,MDM4,scMLnet
ERBB4,GATA6,scMLnet
ERBB4,MED23,scMLnet
ERBB4,HEY2,scMLnet
ERBB4,TP73,scMLnet
ERBB4,JUNB,scMLnet
ERBB4,TLE3,scMLnet
ERBB4,NFIB,scMLnet
ERBB4,CREBBP,scMLnet
ERBB4,PARP1,scMLnet
ERBB4,GLI2,scMLnet
ERBB4,NCOA3,scMLnet
ERBB4,EGF,scMLnet
ERBB4,POU5F1,scMLnet
ERBB4,PTF1A,scMLnet
ERBB4,BARD1,scMLnet
ERBB4,NR2F1,scMLnet
ERBB4,EBF1,scMLnet
ERBB4,HOXC9,scMLnet
ERBB4,TBL1X,scMLnet
ERBB4,FOSB,scMLnet
ERBB4,STAT6,scMLnet
ERBB4,TWIST1,scMLnet
ERBB4,TFAP2C,scMLnet
ERBB4,ETV4,scMLnet
ERBB4,EGR2,scMLnet
ERBB4,KLF5,scMLnet
ERBB4,SMAD7,scMLnet
ERBB4,KAT5,scMLnet
ERBB4,GBX2,scMLnet
ERBB4,TEAD4,scMLnet
ERBB4,RORA,scMLnet
ERBB4,NF1,scMLnet
ERBB4,SOX2,scMLnet
ERBB4,TCF4,scMLnet
ERBB4,BCL3,scMLnet
ERBB4,EHF,scMLnet
ERBB4,HDAC7,scMLnet
ERBB4,EP300,scMLnet
ERBB4,LEF1,scMLnet
ERBB4,TEAD1,scMLnet
ERBB4,FOXA1,scMLnet
ERBB4,DNMT3A,scMLnet
ERBB4,ESR2,scMLnet
ERBB4,FOXP2,scMLnet
ERBB4,TP63,scMLnet
ERBB4,POU1F1,scMLnet
ERBB4,SIX1,scMLnet
ERBB4,ETS1,scMLnet
ERBB4,DLX5,scMLnet
ERBB4,STAT3,scMLnet
ERBB4,ISL1,scMLnet
ERBB4,DNMT1,scMLnet
ERBB4,HOXD13,scMLnet
ERBB4,FOXE1,scMLnet
ERBB4,TFAP2A,scMLnet
ERBB4,RARB,scMLnet
ERBB4,POU3F1,scMLnet
ERBB4,PGR,scMLnet
ERBB4,GABPB1,scMLnet
ERBB4,SMAD1,scMLnet
ERBB4,HDAC9,scMLnet
ERBB4,POU4F2,scMLnet
ERBB4,GTF3A,scMLnet
ERBB4,AR,scMLnet
ERBB4,SMARCA4,scMLnet
ERBB4,NOTCH3,scMLnet
ERBB4,GLI1,scMLnet
ERBB4,ZEB1,scMLnet
ERBB4,DACH1,scMLnet
ERBB4,SNAI2,scMLnet
ERBB4,THRB,scMLnet
ERBB4,NPM1,scMLnet
ERBB4,SMURF2,scMLnet
ERBB4,POU2F2,scMLnet
ERBB4,NPAS2,scMLnet
ERBB4,EZH2,scMLnet
ERBB4,RARA,scMLnet
ERBB4,NR4A2,scMLnet
ERBB4,ETV5,scMLnet
ERBB4,ANKRD1,scMLnet
ERBB4,NR2C2,scMLnet
ERBB4,SMARCB1,scMLnet
ERBB4,FOXA2,scMLnet
ERBB4,CEBPZ,scMLnet
ERBB4,FOXG1,scMLnet
ERBB4,POU3F2,scMLnet
ERBB4,NKX2-2,scMLnet
ERBB4,NFKBIZ,scMLnet
ERBB4,AES,scMLnet
ERBB4,RBPJ,scMLnet
ERBB4,E2F6,scMLnet
ERBB4,KHDRBS1,scMLnet
HRH3,GATA1,scMLnet
HRH3,FOS,scMLnet
HRH3,TBR1,scMLnet
HRH3,TP53,scMLnet
HRH3,SMAD3,scMLnet
HRH3,SMAD2,scMLnet
HRH3,HDAC11,scMLnet
HRH3,ZIC1,scMLnet
HRH3,HIVEP2,scMLnet
HRH3,KCNIP3,scMLnet
HRH3,LMO3,scMLnet
HRH3,POU3F4,scMLnet
HRH3,SOX10,scMLnet
HRH3,OLIG2,scMLnet
HRH3,NEUROD1,scMLnet
HRH3,CEBPB,scMLnet
HRH3,CRABP2,scMLnet
HRH3,ZIC2,scMLnet
HRH3,APBB1,scMLnet
HRH3,HIF1A,scMLnet
HRH3,TCFL5,scMLnet
CD5,STAT4,scMLnet
CD5,RORA,scMLnet
CD5,AIRE,scMLnet
CD5,JUN,scMLnet
CD5,FOSL1,scMLnet
CD5,JUND,scMLnet
CD5,STAT1,scMLnet
CD5,DDX5,scMLnet
CD5,IRF8,scMLnet
CD5,STAT5B,scMLnet
CD5,TCF3,scMLnet
CD5,TBX21,scMLnet
CD5,LMX1B,scMLnet
CD5,NKX2-1,scMLnet
CD5,ID3,scMLnet
CD5,BCL3,scMLnet
CD5,RUNX3,scMLnet
CD5,GATA1,scMLnet
CD5,EP300,scMLnet
CD5,PREB,scMLnet
CD5,LEF1,scMLnet
CD5,SOX4,scMLnet
CD5,ATM,scMLnet
CD5,FOS,scMLnet
CD5,IKZF1,scMLnet
CD5,TCF7,scMLnet
CD5,SOX11,scMLnet
CD5,LYL1,scMLnet
CD5,EOMES,scMLnet
CD5,PAX8,scMLnet
CD5,TRAF6,scMLnet
CD5,DNMT3A,scMLnet
CD5,RELB,scMLnet
CD5,FOXP3,scMLnet
CD5,POU2F1,scMLnet
CD5,FOXO1,scMLnet
CD5,ABL1,scMLnet
CD5,POU2AF1,scMLnet
CD5,NFKB2,scMLnet
CD5,MITF,scMLnet
CD5,IRF5,scMLnet
CD5,TNFAIP3,scMLnet
CD5,MDM2,scMLnet
CD5,ETS1,scMLnet
CD5,TP53,scMLnet
CD5,SCD5,scMLnet
CD5,STAT3,scMLnet
CD5,CDX2,scMLnet
CD5,CREB1,scMLnet
CD5,MYB,scMLnet
CD5,ZBTB16,scMLnet
CD5,FOXP1,scMLnet
CD5,DNMT1,scMLnet
CD5,FOXN1,scMLnet
CD5,GFI1,scMLnet
CD5,CEBPA,scMLnet
CD5,TLX1,scMLnet
CD5,MYBL2,scMLnet
CD5,CREM,scMLnet
CD5,NKX2-5,scMLnet
CD5,REL,scMLnet
CD5,ETV6,scMLnet
CD5,RELA,scMLnet
CD5,NFKB1,scMLnet
CD5,CEBPB,scMLnet
CD5,NR4A1,scMLnet
CD5,BRCA1,scMLnet
CD5,SPI1,scMLnet
CD5,MEN1,scMLnet
CD5,NR0B2,scMLnet
CD5,NOTCH3,scMLnet
CD5,SMAD3,scMLnet
CD5,RORC,scMLnet
CD5,TAL1,scMLnet
CD5,CTNNB1,scMLnet
CD5,BCL11A,scMLnet
CD5,MYC,scMLnet
CD5,NPM1,scMLnet
CD5,CREBBP,scMLnet
CD5,ESR1,scMLnet
CD5,ARID3A,scMLnet
CD5,EGR1,scMLnet
CD5,XBP1,scMLnet
CD5,IRF1,scMLnet
CD5,PBX1,scMLnet
CD5,SPIB,scMLnet
CD5,BACH2,scMLnet
CD5,BCL6,scMLnet
CD5,EGF,scMLnet
CD5,SF1,scMLnet
CD5,SP2,scMLnet
