Src,Dst,Source
LEPR,PRKAB1,omnipath
EDN1,COL1A2,omnipath
ARF6,PIKFYVE,omnipath
CCL19,CXCR4,omnipath
LTA,MAP3K1,omnipath
TLR4,ITGAM,omnipath
CXCL10,CCR5,omnipath
CTSG,F8,omnipath
LAMB3,PIK3R1,omnipath
NTF3,PIK3R1,omnipath
IGF1,PIK3R1,omnipath
CSF2,MMP14,omnipath
PIK3R1,MTOR,omnipath
LRP8,ABL1,omnipath
FYN,EPHB1,omnipath
EPHB1,FYN,omnipath
ADIPOQ,PRKAB1,omnipath
IL10RA,STAT3,omnipath
IL12RB1,CXCL9,omnipath
ITGAM,TNF,omnipath
JAK2,PRKACA,omnipath
FLT4,SOS1,omnipath
GNAI3,PIK3R1,omnipath
HGF,TNF,omnipath
IL6ST,SOS1,omnipath
CD79A,SOS1,omnipath
LCK,MAP2K2,omnipath
PDGFA,FGFR2,omnipath
ITGA2B,CRKL,omnipath
PI3,TNF,omnipath
COL11A1,ITGA4,omnipath
HLA-DRA,ITK,omnipath
OSM,PTGS2,omnipath
CD40,MAPK14,omnipath
IL6,JAK3,omnipath
IL2RA,SGMS1,omnipath
LYN,FCGR3A,omnipath
IGFBP5,MAPK1,omnipath
CD58,MAPK1,omnipath
FZD6,GNAS,omnipath
PLAUR,PIK3CG,omnipath
ADAM12,DLL1,omnipath
HGF,THBS1,omnipath
ADCY1,CAP1,omnipath
VWA1,MAPK1,omnipath
CXCL3,CXCR4,omnipath
COL5A1,ITGB6,omnipath
IGF1R,PIK3R5,omnipath
DDR1,XPO1,omnipath
TGFB2,RPS6KB1,omnipath
DKK1,CTNNB1,omnipath
CBL,PIK3CG,omnipath
LAMB3,ITGA5,omnipath
ARF4,PLD2,omnipath
CCL4L2,CXCR3,omnipath
VEGFB,MET,omnipath
CDK4,XPO1,omnipath
FGFR1,AGER,omnipath
LAMB2,ITGB3,omnipath
IL23R,ALOX12B,omnipath
CPM,BDKRB2,omnipath
PTH,MAPK3,omnipath
SLC6A13,PDE6G,omnipath
BMP5,AMHR2,omnipath
IFNG,JAK2,omnipath
FGF7,PDGFRA,omnipath
IL13,MAPK1,omnipath
IFNG,CTSS,omnipath
GFRA1,MAPK8,omnipath
HLA-DRA,PIK3R1,omnipath
NTF3,CRKL,omnipath
CDK4,CBL,omnipath
FGF13,TGFB1,omnipath
CBL,ITGAL,omnipath
CCL25,CXCR5,omnipath
FADD,CASP7,omnipath
IL3,DDAH2,omnipath
THBS4,ITGA1,omnipath
EDN1,KCNK3,omnipath
ESR1,VEGFA,omnipath
CCR7,JAK3,omnipath
PTPN6,IL11RA,omnipath
EDNRA,MMP1,omnipath
GFRA1,PTK2,omnipath
IL12B,STAT6,omnipath
COL6A6,ITGB7,omnipath
LPAR1,PTK2,omnipath
LAMB3,ITGB5,omnipath
CCR2,GNAI2,omnipath
SRC,PIK3R5,omnipath
GPC1,HCK,omnipath
PDGFD,FGFR2,omnipath
IL2RB,SOS1,omnipath
GNB3,PIK3R1,omnipath
ADAMTS13,GP1BA,omnipath
PTGS2,PTGER1,omnipath
MPL,PIK3R1,omnipath
FGF8,THBS1,omnipath
CCND1,DDAH2,omnipath
CXCL11,CCR2,omnipath
EGFR,SLC9A1,omnipath
ADCY1,PTH1R,omnipath
UTS2,TGFB1,omnipath
CCL20,CXCR2,omnipath
COL6A3,ITGA6,omnipath
IL7,TGFB1,omnipath
PDGFRA,PIK3R3,omnipath
CSF2,MPO,omnipath
NGF,PIK3CA,omnipath
VWF,PTK2B,omnipath
WNT6,FZD9,omnipath
NRG2,PIK3CA,omnipath
INS,PARP1,omnipath
THBS2,ITGA8,omnipath
CD19,PIK3CD,omnipath
CBL,IL6R,omnipath
TF,C3,omnipath
CD81,ITGAL,omnipath
SRC,MAPK3,omnipath
JAK1,MAP2K2,omnipath
SPP1,ILK,omnipath
FGF23,MAPK1,omnipath
PTPN6,IL6R,omnipath
PF4,CCR2,omnipath
CCL25,CX3CR1,omnipath
NTN1,MAP2K2,omnipath
PPBP,XCR1,omnipath
INS,CBL,omnipath
GNAI3,YES1,omnipath
GNB1,PIK3CG,omnipath
CCL3,CCR7,omnipath
COMP,ITGB6,omnipath
APOA2,PON1,omnipath
ARF1,PIK3CA,omnipath
IL4,CXCR4,omnipath
SERPINA5,CPB2,omnipath
IL2RB,NRAS,omnipath
ERBB2,MAP2K1,omnipath
GHRL,MAPK1,omnipath
THBS4,ITGA7,omnipath
GNA11,ASAH1,omnipath
VEGFA,PLCG1,omnipath
IL2,MAPK14,omnipath
EDN1,PLCB1,omnipath
IBSP,ITGA3,omnipath
PIK3CA,PLCG2,omnipath
COL1A1,ITGB3,omnipath
GPC1,YES1,omnipath
GNAI3,PTK2,omnipath
CBL,IFNAR2,omnipath
PDGFRB,FGR,omnipath
VEGFD,MAP2K4,omnipath
LAMB2,ITGA5,omnipath
S100B,FAS,omnipath
TNF,CX3CL1,omnipath
LAMB2,ITGA4,omnipath
CCL28,CCR6,omnipath
FURIN,GPC3,omnipath
CRH,PIK3CG,omnipath
TP53,SETD2,omnipath
ADAM17,SORT1,omnipath
FGF22,FGFR3,omnipath
TNN,ITGA4,omnipath
NTRK3,STAT3,omnipath
SNCA,PSMB6,omnipath
S100P,MAPK3,omnipath
CCK,PRKD1,omnipath
GNA15,MAPK8,omnipath
CCR1,GNAI2,omnipath
IL4R,MAPK14,omnipath
LAMC1,ITGB5,omnipath
ITGB5,CRKL,omnipath
CTLA4,CCR5,omnipath
CD79B,CSK,omnipath
CCL8,CXCR5,omnipath
FPR2,CCR5,omnipath
FZD1,CTNNB1,omnipath
IGFBP2,CD24,omnipath
IFNA21,IFNGR1,omnipath
ITGA1,CTTN,omnipath
EDNRA,SLC9A1,omnipath
VCAM1,NOX3,omnipath
CDKN2A,KLK3,omnipath
RNASE3,TGFB1,omnipath
CCL5,MTOR,omnipath
NOTCH1,NOTCH4,omnipath
NRG1,GRIN1,omnipath
TP53,XIAP,omnipath
CCL11,PLCB1,omnipath
LAMB2,CD151,omnipath
EGF,MAPK1,omnipath
GNAI2,PIK3R5,omnipath
CBL,CD3E,omnipath
IL6,PTGS2,omnipath
IFNG,CXCL9,omnipath
EGF,JAK1,omnipath
IL12B,ALOX12B,omnipath
IL2RB,UGCG,omnipath
CSF3,CXCL12,omnipath
VTN,HSP90AA1,omnipath
ADCY3,PRKACG,omnipath
VIP,MAPK1,omnipath
LGALS8,PDE4A,omnipath
CD209,CD46,omnipath
IL2RG,BCL2L1,omnipath
CCL16,CCR3,omnipath
FGFR3,CHRM2,omnipath
VTN,ITGA11,omnipath
PDGFRA,PIK3R5,omnipath
ADCY9,PRKACG,omnipath
ROR2,MAPK10,omnipath
LEP,STAT3,omnipath
WNT2B,FZD1,omnipath
CDKN2A,BIRC5,omnipath
FGA,PLAU,omnipath
CXCL14,CCR5,omnipath
FYN,ARRB2,omnipath
PLG,SDC4,omnipath
IL12RB1,NOS2,omnipath
CHRM3,GNAS,omnipath
EPHB2,PIK3R1,omnipath
HLA-G,KIR2DS5,omnipath
CTNNB1,PIP5K1A,omnipath
S1PR1,YES1,omnipath
FGF10,EGFR,omnipath
CX3CL1,CXCR4,omnipath
AFDN,PTK2,omnipath
KLRK1,IL17A,omnipath
PPP2R2B,PRKCZ,omnipath
HNRNPK,GSK3B,omnipath
DUOX1,ADAM17,omnipath
RELN,CRKL,omnipath
EGF,LAMB4,omnipath
CD28,CXCR4,omnipath
PTPN6,IL22RA1,omnipath
NGF,IRAK1,omnipath
IL2RG,MAP2K1,omnipath
SRC,EPHA1,omnipath
EPHA1,SRC,omnipath
ACTA1,PIK3CA,omnipath
SERPINA3,APLP2,omnipath
PTN,SRC,omnipath
WNT16,FZD4,omnipath
CCL3,CXCR1,omnipath
CBL,JAK3,omnipath
VEGFD,EGFR,omnipath
TGFB1,TGFBI,omnipath
TGFBI,TGFB1,omnipath
EFNB3,PAK1,omnipath
ADAM15,CDH1,omnipath
SERPINC1,F3,omnipath
F3,SERPINC1,omnipath
SPP1,MAP3K14,omnipath
LRP8,VLDLR,omnipath
CCL3,CXCR4,omnipath
FGF8,MAPK1,omnipath
NTF3,KRAS,omnipath
CCL13,CXCR1,omnipath
NTRK1,SOS1,omnipath
BACE1,ST6GAL1,omnipath
PIK3CA,MAP2K2,omnipath
IL1R1,CHUK,omnipath
EGF,TGFB1,omnipath
FADD,CHUK,omnipath
CCL15,CCR8,omnipath
HLA-DRA,CD80,omnipath
CD80,HLA-DRA,omnipath
GNAI1,KRAS,omnipath
IL1B,PTGDS,omnipath
CCL22,CCR10,omnipath
ERBB4,PRKCB,omnipath
PPBP,CCR3,omnipath
S1PR1,ADCY1,omnipath
PRKCZ,ZYX,omnipath
TRIP6,PLAU,omnipath
SHH,PRKCD,omnipath
CCL2,CXCR4,omnipath
BDNF,SOS1,omnipath
APP,MAPK3,omnipath
SOCS2,JAK2,omnipath
FGF19,PIK3CA,omnipath
FGFR4,MMP9,omnipath
IFNA10,IFNGR2,omnipath
GNB1,NOS3,omnipath
CXCL9,CCR7,omnipath
SNCA,PSMB2,omnipath
NRG1,MAPK8,omnipath
CXCL11,CXCR1,omnipath
LCK,EFNA1,omnipath
SFRP5,FZD7,omnipath
FGFR2,PGR,omnipath
CXCL13,TNFSF11,omnipath
PF4,CXCR6,omnipath
IL6,OXTR,omnipath
ITGA9,PTK2,omnipath
FGF9,MAPK3,omnipath
PIK3CA,TRPV1,omnipath
COL4A6,ITGB4,omnipath
HTR2A,GNA15,omnipath
CHAD,ITGB4,omnipath
FGFR3,MMP9,omnipath
PTPN13,LCK,omnipath
COL3A1,ITGA4,omnipath
EFNB1,BLK,omnipath
IL18,VCAM1,omnipath
SELE,CEACAM7,omnipath
VEGFA,TGFBR1,omnipath
IL4,MAPK14,omnipath
PDGFA,STAT3,omnipath
IL1A,DPP4,omnipath
NCSTN,NOTCH3,omnipath
GNAI2,PIK3R2,omnipath
KITLG,SH2B3,omnipath
F2RL1,MPO,omnipath
IGF1,PDGFRB,omnipath
PDGFA,PLCG1,omnipath
HLA-A,KLRC2,omnipath
IL4,IL12RB1,omnipath
CBL,IL20RB,omnipath
COMP,SDC3,omnipath
CXCL10,MAP2K3,omnipath
MIF,MMP9,omnipath
ERBB2,PIK3CD,omnipath
MPL,JAK3,omnipath
WNT10B,FZD6,omnipath
LEP,SLC2A4,omnipath
BACE1,APLP2,omnipath
CD28,PIK3R5,omnipath
ADCYAP1,TGFB1,omnipath
IL2,PRKCB,omnipath
ITGB3,IGF1R,omnipath
CCL13,CCR8,omnipath
TRAF2,NSMAF,omnipath
COL6A1,ITGA4,omnipath
CSF1,ITGAV,omnipath
ITGA1,SRC,omnipath
CTNNB1,MMP9,omnipath
IL3,EPO,omnipath
CXCR4,PLCG1,omnipath
CDC37,CCND1,omnipath
LAMA1,CASP7,omnipath
GAST,LIPF,omnipath
IGF1,INSRR,omnipath
TLR6,IKBKB,omnipath
COL11A1,ITGA2B,omnipath
IFNG,CIITA,omnipath
COL6A2,ITGB4,omnipath
WNT10A,FZD2,omnipath
ENG,MAPK1,omnipath
TRH,MAPK3,omnipath
FGF16,PIK3R1,omnipath
CSF3,SELE,omnipath
NOTCH1,TNFRSF10B,omnipath
GNAI1,RAPGEF4,omnipath
VIP,NOS2,omnipath
SPP1,MAP3K1,omnipath
GPC1,FGR,omnipath
PTK2,PIK3CD,omnipath
SYK,PIK3R5,omnipath
GRK2,DRD2,omnipath
S100B,BIRC3,omnipath
ESR1,NR3C1,omnipath
CD80,PRKCQ,omnipath
IL10,PIK3CA,omnipath
COL5A3,ITGB7,omnipath
TLR4,FGF10,omnipath
FGF2,PLAU,omnipath
PF4,MAP2K6,omnipath
WNT9A,FZD9,omnipath
CTNND1,EPHA2,omnipath
LAMB3,ITGB6,omnipath
INS,MAPK1,omnipath
EPO,SOS1,omnipath
CTNNA1,FGFR1,omnipath
SRC,FGF9,omnipath
FGF11,MAPK1,omnipath
LYN,TRPV6,omnipath
HLA-E,KIR3DL2,omnipath
CCL2,CX3CR1,omnipath
KDR,PIK3CD,omnipath
GNAI2,BCAR1,omnipath
PSEN1,SDC3,omnipath
IBSP,ITGA10,omnipath
RET,CTNND1,omnipath
CHAD,ITGA4,omnipath
LAMB1,ITGA5,omnipath
IL17A,CXCL12,omnipath
THBS3,ITGA6,omnipath
SRC,KLK3,omnipath
TNF,CTSS,omnipath
UCN3,ROS1,omnipath
CALML3,CAMK2D,omnipath
AVP,AQP2,omnipath
CCL25,XCR1,omnipath
SRC,TLN1,omnipath
TLN1,SRC,omnipath
VEGFA,AKT3,omnipath
FGF20,EGFR,omnipath
FGF19,MAPK3,omnipath
EGF,STAT3,omnipath
F2RL1,TRPV1,omnipath
PF4,CDK2,omnipath
IL10,ICAM1,omnipath
TNFSF4,IL17A,omnipath
COL3A1,ITGA8,omnipath
CSF2,ITGAL,omnipath
EZR,ITGA1,omnipath
PTPN13,SRC,omnipath
CXCL16,CCR4,omnipath
BDNF,CTNNB1,omnipath
CBL,IL22RA1,omnipath
CCL3L3,CCR9,omnipath
IL2RG,MAPK14,omnipath
TNF,ITK,omnipath
CTNNB1,NRCAM,omnipath
BMP2,MMP13,omnipath
TGFB1,CD28,omnipath
IGF1R,SOS1,omnipath
EFNB2,KRAS,omnipath
FZD3,YES1,omnipath
EPOR,MAPK14,omnipath
HGF,PAK1,omnipath
FGF19,PDGFRA,omnipath
LAMA1,SOS1,omnipath
TNFRSF10A,CHUK,omnipath
COL6A3,ITGB6,omnipath
CCL4L2,CCR4,omnipath
F11R,PTK2,omnipath
VEGFA,S1PR1,omnipath
TGFBR2,BMX,omnipath
PIK3R1,AKT2,omnipath
FGF16,PIK3CA,omnipath
IFNG,TGFB1,omnipath
JAK2,MPO,omnipath
FZD4,GNAQ,omnipath
IL1B,TH,omnipath
NTF3,NRAS,omnipath
IGF1,MAPK3,omnipath
ELANE,THBD,omnipath
CXCR4,PIK3CD,omnipath
NPPC,NOS2,omnipath
UTS2,MAPK3,omnipath
ITGA10,BCAR1,omnipath
CD40,IL15,omnipath
OLR1,MMP3,omnipath
CBL,IL22RA2,omnipath
LAMA3,ITGA5,omnipath
CD160,KLRD1,omnipath
S100B,NOS2,omnipath
SEMA4A,VEGFA,omnipath
CCL22,CXCR6,omnipath
CD86,PRF1,omnipath
PIK3CA,PLAU,omnipath
BCR,CBL,omnipath
TGFB3,MAP3K7,omnipath
WNT5A,CSNK1A1,omnipath
FGF1,PDGFRB,omnipath
IL3,PIK3R1,omnipath
CBL,IFNAR1,omnipath
LCK,HCST,omnipath
ITGA2B,PTK2,omnipath
EGFR,LAMC2,omnipath
PDGFD,FYN,omnipath
IFNA13,EIF2AK2,omnipath
IL6,NEU3,omnipath
NPR2,S100A11,omnipath
CBL,ERBB3,omnipath
ACTN2,SRC,omnipath
SRC,AKT3,omnipath
GNAI1,PLCB2,omnipath
IL4,ALOX15,omnipath
PF4,CCR9,omnipath
CD151,MMP9,omnipath
BMP2,AMHR2,omnipath
IBSP,ITGA7,omnipath
CHRM1,APP,omnipath
ITGB1,CTTN,omnipath
PF4V1,CCR6,omnipath
NGF,MAPK9,omnipath
PF4V1,CCR2,omnipath
NRG1,PIK3R1,omnipath
TGFBR2,RPS6KB1,omnipath
CSF2RA,TYK2,omnipath
IL2RB,SGMS1,omnipath
SRC,PIK3CG,omnipath
EFNB2,PIK3R1,omnipath
GRK2,ADRA1B,omnipath
CXCL1,CCR4,omnipath
CTF1,PIK3CG,omnipath
FGF18,PDGFRA,omnipath
LAMA3,ITGB6,omnipath
IFNG,STAT3,omnipath
BMP7,MAPK3,omnipath
HLA-C,KLRD1,omnipath
CBL,MAP4K1,omnipath
CCL26,CXCR2,omnipath
THBS2,ITGA10,omnipath
IL1R1,IRAK3,omnipath
THPO,SOS1,omnipath
PTPN6,IL23R,omnipath
PDGFB,SRC,omnipath
SRC,PDGFB,omnipath
IL2,TNFRSF9,omnipath
CXCL11,CX3CR1,omnipath
PTPN6,VEGFA,omnipath
CXCL3,CCR9,omnipath
CCL24,CXCR3,omnipath
HDGF,MAPK3,omnipath
EDN1,CASP8,omnipath
VTN,ITGA2,omnipath
PLXND1,VEGFA,omnipath
EGFR,PIK3CB,omnipath
TP53,UNC5D,omnipath
JAK2,IL1R1,omnipath
LAMC1,ITGA10,omnipath
FGF9,IGF1R,omnipath
PTPN13,MET,omnipath
IL2RG,KRAS,omnipath
ERBB2,MMP1,omnipath
OPRM1,EGFR,omnipath
SFRP5,FZD6,omnipath
SFTPA2,PLA2G6,omnipath
COL1A1,SRC,omnipath
PRKCI,AFDN,omnipath
PRKCZ,ANXA2,omnipath
PRKCZ,NOS2,omnipath
CXCL11,MAP2K3,omnipath
COL6A1,ITGB6,omnipath
TNF,INSR,omnipath
TNFRSF1A,MAP2K6,omnipath
CBL,ITGAM,omnipath
ITGA9,SRC,omnipath
VEGFA,MAP3K13,omnipath
CD3D,CBL,omnipath
IL12RB1,GZMB,omnipath
PRL,MAPK1,omnipath
TLR4,PRKCZ,omnipath
NRG2,PIK3CD,omnipath
INS,PDGFRB,omnipath
IL6,TSHR,omnipath
CXCL16,CCR7,omnipath
CXCL6,CXCR6,omnipath
HLA-DRB1,CD80,omnipath
CD80,HLA-DRB1,omnipath
TGFB1,LOX,omnipath
FGF4,EGFR,omnipath
BMPR1B,CAMKK1,omnipath
THBS2,ITGB8,omnipath
PTAFR,MCAM,omnipath
CBL,OSMR,omnipath
CCL3,CX3CR1,omnipath
ARF1,CD4,omnipath
IL6ST,MAP2K6,omnipath
CSF1R,RPS6KA2,omnipath
LEP,F3,omnipath
TNF,ABCA1,omnipath
FGF2,ODC1,omnipath
FGF22,PIK3CA,omnipath
LAMA3,ITGB3,omnipath
F2R,PROC,omnipath
F3,MAPK3,omnipath
CCL1,CCR6,omnipath
FYN,EFNB1,omnipath
EFNB1,FYN,omnipath
GP9,F9,omnipath
NCSTN,NOTCH2,omnipath
CXCL8,CCR5,omnipath
NTRK1,MAP2K5,omnipath
COL6A6,ITGA8,omnipath
CCL2,CCR7,omnipath
TNC,ITGB8,omnipath
SRC,MAPK14,omnipath
THBS3,ITGA9,omnipath
SFRP1,FZD10,omnipath
EDN1,GJA1,omnipath
PIK3R1,BCL2L1,omnipath
CDK4,KDM4C,omnipath
KREMEN2,CTNNB1,omnipath
CCL27,CCR7,omnipath
CXCL6,CCR9,omnipath
EFNA5,PIK3R2,omnipath
FYN,ITGB8,omnipath
WNT16,FZD8,omnipath
SFTPA1,PLA2G1B,omnipath
PDGFRA,PIK3CG,omnipath
TGFA,FGFR2,omnipath
GNAI1,HLA-DRB1,omnipath
IGF1R,MAPK3,omnipath
CCL26,CCR4,omnipath
F11R,MAPK1,omnipath
GRK5,CCR5,omnipath
FGF2,TNFSF11,omnipath
ACTN1,PKD2L1,omnipath
SOCS2,IL10RB,omnipath
TGFB1,ERBB2,omnipath
ERBB2,TGFB1,omnipath
IL2RG,MAPK9,omnipath
CRP,F3,omnipath
GH1,JAK2,omnipath
LCK,MAPK8,omnipath
MMP7,CTNNA1,omnipath
THBS3,SDC3,omnipath
CD3D,LAT,omnipath
GNAI2,PTK2,omnipath
SCT,BCR,omnipath
IL3,PRKACB,omnipath
PDGFA,FLT1,omnipath
EGF,FLT1,omnipath
FGF6,PDGFRA,omnipath
CXCL9,CCR6,omnipath
TNC,ITGA2B,omnipath
XCL1,CXCR5,omnipath
SRC,CTNNA1,omnipath
CTNNA1,SRC,omnipath
LCK,HDAC8,omnipath
CCND1,SUV39H1,omnipath
SOCS2,IL6ST,omnipath
GCG,MAP2K1,omnipath
CCL8,CCR7,omnipath
CCL5,CX3CL1,omnipath
AGTR1,JAK1,omnipath
RELN,ITGB8,omnipath
IL2,CRKL,omnipath
CD40LG,F3,omnipath
GRK5,CCR10,omnipath
INS,INSRR,omnipath
VEGFA,ADAM17,omnipath
SLC17A7,STX1A,omnipath
BMP6,FSHR,omnipath
GNAI2,CD3D,omnipath
ARF1,PIK3R1,omnipath
IL2,PTGES3,omnipath
FZD10,GNAQ,omnipath
GNAI3,PIK3CB,omnipath
FGF23,IGF1R,omnipath
GHRL,MAP3K5,omnipath
PTPN6,CSF3R,omnipath
VCAM1,PIK3CG,omnipath
GRK2,AR,omnipath
CCL16,CX3CR1,omnipath
LAMB1,PIK3R1,omnipath
IL1B,PRKCA,omnipath
EFNA5,CDK5,omnipath
COL11A1,ITGB5,omnipath
IFNG,MAP3K5,omnipath
TGFB1,FN1,omnipath
EDNRA,EGFR,omnipath
TGFB1,MRGPRX3,omnipath
CXCL12,PIK3CD,omnipath
ADAM10,JUP,omnipath
INS,AKT2,omnipath
GNAI1,LCK,omnipath
SFRP1,FZD5,omnipath
GNAI1,PIK3R3,omnipath
TGFBR2,CRY1,omnipath
PIK3CA,BCL2L1,omnipath
FGFR4,PIK3R1,omnipath
FGF7,PDGFRB,omnipath
IFNG,ERBB2,omnipath
CTNNB1,EPHA2,omnipath
CCL17,CXCR6,omnipath
FGF19,PIK3R1,omnipath
IFNGR1,CAMK2B,omnipath
TGFB1,F3,omnipath
TNN,ITGA2,omnipath
SNCA,PRKCZ,omnipath
PLAU,MMP1,omnipath
CCL20,CCR1,omnipath
LEPR,PRKAA2,omnipath
VWF,ITGA2,omnipath
VIP,AR,omnipath
COL5A3,ITGA4,omnipath
CD3D,CD80,omnipath
CD80,CD3D,omnipath
EFNB2,SYNJ1,omnipath
CXCL12,MMP9,omnipath
IL2,CD9,omnipath
IL2RB,MAP2K2,omnipath
TPSAB1,NR1I2,omnipath
TPSB2,NR1I2,omnipath
CALM1,FXYD5,omnipath
CALM3,FXYD5,omnipath
CALM2,FXYD5,omnipath
SFRP2,FZD8,omnipath
PRKCZ,SDC3,omnipath
CXCL3,CCR4,omnipath
F11R,PIK3CA,omnipath
IGF1,FLT1,omnipath
BDNF,PIK3CG,omnipath
SFRP1,FZD1,omnipath
GNAI2,PIK3CD,omnipath
PDGFRA,SOS1,omnipath
GNAI3,MAPK3,omnipath
TNFRSF1A,TNIK,omnipath
TNF,CASP8,omnipath
LAMB1,ITGA11,omnipath
CXCL12,CD34,omnipath
GNB1,CYTH4,omnipath
SNCA,PRKCA,omnipath
TYK2,LCK,omnipath
SYK,PIK3R3,omnipath
CD8B,CD80,omnipath
CD80,CD8B,omnipath
COL4A6,ITGB3,omnipath
GRK5,CAMK2A,omnipath
FGF9,PIK3CA,omnipath
GDNF,PTK2,omnipath
CXCL8,XCR1,omnipath
EGF,PDGFRA,omnipath
PTPN6,CD3D,omnipath
GNAI3,PIK3R3,omnipath
LPAR3,LYN,omnipath
IGFBP3,TGFB1,omnipath
ITGAD,PTK2,omnipath
KDR,FES,omnipath
CPM,CD14,omnipath
PDGFB,NRAS,omnipath
ICAM1,CDH5,omnipath
TNXB,ITGA11,omnipath
CCL7,CX3CR1,omnipath
CXCL12,PIK3R5,omnipath
IL2RG,UGCG,omnipath
KIT,MAPK8,omnipath
IL18,FN1,omnipath
PIK3CA,TXK,omnipath
KRT1,OLR1,omnipath
CD3D,IL2RA,omnipath
YWHAQ,BCL2,omnipath
GNB1,BLK,omnipath
LCK,PDGFRB,omnipath
PDGFRB,LCK,omnipath
CD80,CD247,omnipath
CDH1,EFNA1,omnipath
SNCA,PSMB1,omnipath
SYK,PIK3CG,omnipath
FGF2,PLCG1,omnipath
BTK,PRKACB,omnipath
IL13,MUC5AC,omnipath
JAK1,PIK3CB,omnipath
SOCS2,JAK1,omnipath
CX3CL1,CXCR6,omnipath
NECTIN2,PARD3,omnipath
LTA,MAP3K14,omnipath
PF4,CCR4,omnipath
TGFB1,GJA1,omnipath
NRG1,PIK3R2,omnipath
NR0B2,JAK3,omnipath
CXCL11,CCR8,omnipath
CBL,IL10RA,omnipath
KDR,MAPK11,omnipath
CD8B,PRKCQ,omnipath
KLK4,F2R,omnipath
ADCYAP1,MAPK3,omnipath
INS,PTPN1,omnipath
APP,F9,omnipath
BSG,MAPK3,omnipath
PDGFRB,PIK3R5,omnipath
IL5,BCL2,omnipath
IFNA4,IFNGR1,omnipath
TGFB1,CDK4,omnipath
CCL28,XCR1,omnipath
TNFSF11,EPHB2,omnipath
CXCL14,CCR4,omnipath
LPAR2,GNA11,omnipath
BMPR1B,CTTN,omnipath
TNN,ITGB7,omnipath
EGF,PIK3CA,omnipath
F2RL1,PTGES,omnipath
PDGFD,YES1,omnipath
FGF6,CDH11,omnipath
VEGFB,IGF1R,omnipath
NCSTN,CTNND1,omnipath
CXCL1,CCR1,omnipath
COL2A1,ITGB6,omnipath
GRP,EGFR,omnipath
CD28,PIK3R3,omnipath
HGF,FLT1,omnipath
COL1A1,ITGB6,omnipath
OSM,F3,omnipath
CCL4L2,CCR6,omnipath
CCL4,CCR6,omnipath
INHBB,TGFB1,omnipath
VEGFA,PTPRJ,omnipath
PTPRJ,VEGFA,omnipath
CBL,IL20RA,omnipath
ITGA6,CRKL,omnipath
IL5,PIK3R1,omnipath
CISH,IL2RG,omnipath
TGFB1,ADAMTS4,omnipath
ERBB2,CDH5,omnipath
BCR,SYK,omnipath
HLA-DRB1,ITK,omnipath
IL12B,LCK,omnipath
FGF2,CHAT,omnipath
FGF2,F11R,omnipath
SFTPA1,MAPK1,omnipath
TLR6,CHUK,omnipath
EDN1,TGFB1,omnipath
RLN1,PPARG,omnipath
FGFR2,PKM,omnipath
ITGB1,RPS6KB1,omnipath
MMP8,ADAMTS4,omnipath
EFNA5,PLCG1,omnipath
CBL,IL2RG,omnipath
IL2RG,CBL,omnipath
HLA-G,KLRC2,omnipath
EPOR,JAK3,omnipath
LPAR1,MMP2,omnipath
IFNG,TLR4,omnipath
ELANE,ADRA2A,omnipath
SFTPA2,PIK3CG,omnipath
FLT4,CSK,omnipath
HLA-F,KIR2DL1,omnipath
TNF,MAPKAPK3,omnipath
CXCL16,CCR1,omnipath
SOCS2,IL15RA,omnipath
IBSP,ITGA2,omnipath
IL15,CD69,omnipath
CSF2,TNF,omnipath
ERBB4,SOS1,omnipath
EPHA3,CBL,omnipath
CCND1,VEGFA,omnipath
PTPN13,YES1,omnipath
BSG,MMP2,omnipath
SOCS2,TYK2,omnipath
EZR,COL1A1,omnipath
GNAI3,CD4,omnipath
COL5A2,ITGB3,omnipath
EDN1,CYSLTR2,omnipath
THBS1,ITGB8,omnipath
PDGFRB,SOS1,omnipath
NGF,PLCG1,omnipath
COL11A2,ITGA6,omnipath
LHCGR,GNA15,omnipath
PDGFC,IGF1R,omnipath
CSF2,ICAM1,omnipath
DEFB4B,ELANE,omnipath
PF4,XCR1,omnipath
IGF1R,KRAS,omnipath
CCL27,XCR1,omnipath
TNF,ICOSLG,omnipath
GNB1,FRK,omnipath
KLRG1,MS4A2,omnipath
ANGPT1,PIK3R1,omnipath
NTF4,PLCG1,omnipath
IL9,JAK3,omnipath
EPHB2,YES1,omnipath
CDH1,EPHA2,omnipath
VCAM1,PTK2B,omnipath
TGFBR2,SDC1,omnipath
NTRK3,CRKL,omnipath
VEGFA,MCL1,omnipath
IGF1,FGFR2,omnipath
IBSP,ITGA4,omnipath
VEGFC,PDGFRB,omnipath
HLA-DRA,CD28,omnipath
CD28,HLA-DRA,omnipath
ITGAE,BCAR1,omnipath
CCL25,CXCR3,omnipath
CCL3,CCR6,omnipath
ITGA8,PTK2,omnipath
LAMA3,ITGA11,omnipath
IL6,MCL1,omnipath
LCK,IRAK1,omnipath
CCL19,CXCR2,omnipath
TNF,CDK11A,omnipath
BTC,MAPK3,omnipath
INS,FGFR2,omnipath
HGF,FGFR1,omnipath
THBS4,ITGA5,omnipath
TYK2,CD4,omnipath
JAK2,ALOX12B,omnipath
FN1,BIRC5,omnipath
CSF2,TNFSF11,omnipath
FLT4,PIK3CB,omnipath
